timeStamp,elapsed,label,responseCode,responseMessage,threadName,dataType,success,failureMessage,bytes,sentBytes,grpThreads,allThreads,URL,Latency,IdleTime,Connect
1734102732335,24,Moodle/-36-1,200,OK,Thread 1-2,text,true,,7496,363,16,16,https://cse.buet.ac.bd/,24,0,0
1734102732360,4,Moodle/public/js/color-modes.js-40,200,OK,Thread 1-2,text,true,,1213,397,16,16,https://cse.buet.ac.bd/public/js/color-modes.js,3,0,0
1734102732364,4,Moodle/public/css/carousel.css-39,200,OK,Thread 1-2,text,true,,993,410,16,16,https://cse.buet.ac.bd/public/css/carousel.css,4,0,0
1734102732304,65,Moodle/canonical.html-20,200,OK,Thread 1-4,text,true,,298,303,16,16,http://detectportal.firefox.com/canonical.html,65,0,0
1734102732312,59,Moodle/success.txt-9,200,OK,Thread 1-5,text,true,,216,320,16,16,http://detectportal.firefox.com/success.txt?ipv4,59,0,0
1734102732368,16,Moodle/public/js/bootstrap.bundle.min.js-42,200,OK,Thread 1-2,text,true,,24152,391,16,16,https://cse.buet.ac.bd/public/js/bootstrap.bundle.min.js,13,0,0
1734102732385,4,Moodle/public/css/main.css-44,200,OK,Thread 1-2,text,true,,3675,406,16,16,https://cse.buet.ac.bd/public/css/main.css,4,0,0
1734102732337,59,Moodle/canonical.html-38,200,OK,Thread 1-1,text,true,,298,303,16,16,http://detectportal.firefox.com/canonical.html,59,0,0
1734102732397,4,Moodle/public/js/main.js-45,200,OK,Thread 1-1,text,true,,801,375,16,16,https://cse.buet.ac.bd/public/js/main.js,4,0,0
1734102732390,17,Moodle/public/js/jquery-1.11.2.min.js-43,200,OK,Thread 1-2,text,true,,33635,388,16,16,https://cse.buet.ac.bd/public/js/jquery-1.11.2.min.js,11,0,0
1734102732369,57,Moodle/success.txt-22,200,OK,Thread 1-4,text,true,,216,320,16,16,http://detectportal.firefox.com/success.txt?ipv6,57,0,0
1734102732371,58,Moodle/canonical.html-11,200,OK,Thread 1-5,text,true,,298,303,16,16,http://detectportal.firefox.com/canonical.html,58,0,0
1734102732408,23,Moodle/public/css/bootstrap.min.css-41,200,OK,Thread 1-2,text,true,,31587,415,16,16,https://cse.buet.ac.bd/public/css/bootstrap.min.css,16,0,0
1734102732307,130,Moodle/moodle/-23,200,OK,Thread 1-3,text,true,,12078,474,16,16,https://cse.buet.ac.bd/moodle/,129,0,0
1734102732401,59,Moodle/success.txt-47,200,OK,Thread 1-1,text,true,,216,320,16,16,http://detectportal.firefox.com/success.txt?ipv6,59,0,0
1734102711437,21038,HTTP Request,Non HTTP response code: org.apache.http.conn.HttpHostConnectException,Non HTTP response message: Connect to cse.buet.ac.bd:8080 [cse.buet.ac.bd/103.94.135.240] failed: Connection timed out: connect,Thread 1-6,text,false,"The operation lasted too long: It took 21,038 milliseconds, but should not have lasted longer than 400 milliseconds.",2758,0,16,16,https://cse.buet.ac.bd:8080/home/notice,0,0,21037
1734102732426,59,Moodle/success.txt-21,200,OK,Thread 1-4,text,true,,216,320,16,16,http://detectportal.firefox.com/success.txt?ipv4,59,0,0
1734102732429,59,Moodle/success.txt-12,200,OK,Thread 1-5,text,true,,216,320,16,16,http://detectportal.firefox.com/success.txt?ipv4,59,0,0
